 ,Review,an_uong
53,"Dù nắng hay mưa vẫn thích hương vị của KFC nhất... bởi món ăn đa dạng về gà hải sản mà còn hợp vệ sinh, an toàn, không ảnh hưởng nhiều đến sức khỏe... mình rất thích hương vị giòn cay của miếng gà, sớ thịt mềm mềm dễ ăn... mà ăn hoài không ngán.. ngoài ra mình còn thích bánh tart trứng do KFC làm ra mà chẳng đâu có được bởi khi dùng đều ăn nóng rất ngon mà ít bị ngáy nhé... KFC đang có chương trình tặng thẻ vip cho hóa đơn 200k, hoặc mua thẻ vip 100k hoặc đổi thẻ vip cũ 2016 lấy mới nhé... nhanh lên số lượng có hạn",4
54,"Mỗi lần ai nhắc đến KFC thì thường nhắc đến những món gà rán hoặc những chiếc hamberger, bánh tart trứng, những ly nước pessi, milo mát lạnh... không những thế mà KFC còn đem lại những món ăn mới lạ như kem socola, kem truyền thống, các món ăn mới chế biến từ gà... riêng mình thì mình chỉ thích ly Crusher của KFC, nó có 3 hương vị: nha đam cam, kiwi, việt quốc... và có cả kem tươi và đá bào... dùng chung khoáy đều là sẽ ra 1 loại thức uống cực ngon cho những ngày oai bức... phải nói là 1 sự lựa chọn đúng đắn... các bạn nên thử...",3
55,"Kfc cứ khuyến mãi hoài làm chẳng thể đi ăn gà chỗ khác được mà . Kfc đang có khuyến mãi 99k gồm 3 miếng gà rán , 1 phần gà chip , 1 hambuger gà . Có điều không có nước nên phải mua thêm . Nói chung phần này phải ăn 3 người mới ăn hết . Bánh trứng ở đây giòn ngon , nhưng ăn tới cái thứ 2 là ngán ngán vì nó béo quá . Miếng gà trong hambuger to ghê luôn . Ăn miếng đó vào là no rồi chứ không cần phải ăn thêm gì",4
56,"Không biết có còn ai chưa bắt kịp khuyến mãi tháng này của KFC chưa nhỉ ? kFC đang có khuyến mãi hôm nay thứ mấy với gói mua gà quay tiêu 75k sẽ được mua phần gà rán kèm pepsi vưaf vs giá 20k ngày thứ 2 , 30k ngày thứ 3 , 40k thưs 4 , 50k thứ 5 , 60k thứ 6 và 70k thứ 7 . Không áp dụng cho chủ nhật nhé . Mình đi ăn 2 người và hay đi thứ 2 . Mua nhiêu đây tầm 95k mà ăn no cả bụng luôn . Bỏ lại khá nhiều vì ăn không hết",3
57,"Không gian thoáng đãng, đẹp, nằm ngay trong siêu thị coopmart nên tạo nhiều điều kiện thuận lợi cho người mua cũng như người bán. Đồ ăn ở đây cũng rất ngon, giá cả cũng phù hợp, phục vụ rất chu đáo và tận tình.",5
58,"Hôm nay thèm ăn gà nên tới KFC ăn ❤️
Lần nào tới ăn cũng ưng ý dễ sợ
Nhân viên lúc nào cũng tươi tỉnh , cười nói dễ chịu với khách hàng . 
KFC hay có nhiều chương trình khuyến mãi giảm giá hoặc tặng linh tinh
Thời gian đợi đồ ăn khá nhanh , lâu nhất chỉ tầm 10 , 15 phút thôi .
Mình thích cách phục vụ của KFC ở chỗ : khách tự lấy nước sốt cho bản thân , thích lấy bao nhiêu thì lấy chứ không như mấy chỗ khác mỗi lần hết là phải đi xin mắc mệt
Gà làm khá ngon , tuỳ những lúc sơ suất thì gà hơi còn sống và còn dầu ra thì tất cả oke hết
Sẽ đến ăn dài dài",4
59,"Hambuger ngon , gà giòn , khoai tây chiên ngon . Trừ khoai tây nghiền ra vì hơi khó ăn",4
60,"Ở Qui Nhơn , nhắc tới gà rán là mình nghĩ ngay đến KfC Lê Duẫn đầu tiên , nếu đến nơi đông khách hoặc đóng cửa thì mình sẽ lết đến Lotteria trong Big C , còn Jollibe thì thôi rồi mình sẽ dành thgian RV cho Jollibe sau . KFC chi nhánh Qui Nhơn khá rộng rãi , mát mẻ , bàn ghế nhiều . Nhưng mỗi tội là kco nhà vệ sinh 😭😭 Nhân viên phục vụ nhiệt tình , nhanh . Gà rán giòn ngon tan ngay trong lần cắn đầu tiên , ngoại trừ những ngày khách đông hay trúng con gà k ngon thì sẽ bị rơi vào trạng thái gà nhiều dầu , gà có mỡ bên trong , thịt chưa chín . Kem ngon , rẻ chỉ 3k 1 cây . Nước coca kèm cho mỗi phần gà nhiều ơi là nhiều . Nước sốt ngon , tiện lơij , ăn bao nhiêu thì tự đi lấy bấy nhiêu , k phiền hà tới nhân viên . Bàn ghế , dụng cụ sạch sẽ . Quán hay có khuyến mãi ưu đãi cho khách . Quán tổ chức sinh nhật cho các bé rất dễ thương ❤️ Mong KfC sớm có wc , luôn ủng hộ dài dài 🍗🍟🍔",4
61,"Giá khá chát, dạo gần đây chất lượng tệ hơn.",3
62,Có rất nhiều khuyến mãi mỗi ngày cho thực khách. Gà nóng giòn ít dầu. Nhân viên vui vẻ. Không gian ấm cúng sạch sẽ. Thích hợp cho gia đình có trẻ con và tổ chức sinh nhật cho các em. Giá ổn. Mình thích nhất gà cay :D,4
63,"Đây có thể nói là thương hiệu thức ăn nhanh đầu tiên tấn công Qui Nhơn, lại mở sát ngay Coop mart nơi tập trung lượng khách đông đảo nên giới trẻ chọn KFC làm điểm tập kết rất đông. Tuy nhiên chất lượng thì không có gì nổi trội, mang đặc điểm chung của gà rán là nhiều dầu mỡ và rất mau ngán. Hai đứa em họ 5 và 10 tuổi của mình rất thích ăn gà những ko hiểu sao lại chả buồn đụng đến mấy miếng gà mình mua về từ đây. Nói chung là để dân QN ăn cho zui đổi gió là chính.",3
64,"Quán siêu rộng, tận 3 tầng. Tầng trên cùng là chuyên ăn đồ nướng, với view thoáng nhìn ra được Quảng trường. Ở đây có thể gọi theo buffet giá nhiều loại 189k/người, set 289k và 389k, 489k thì có thêm nhiều loại thịt và hải sản hơn. Ngoài ra còn có combo vip giá 1.289.000 gồn có bò wagyu, tôm hùm, cá hồi na uy, sò điệp, cua tuyết, hàu nhật... đồ ăn miễn phí cho buffet là lẩu hải sản cơm trộn thố đá salad cá hồi kim chi khoai tây kén rau củ quả và các loại maki.",4
65,"Mình ăn quán 2 lần rồi lần thứ nhất thì k biết sao nhưng lúc đó mình ăn thì đồ bị đông lạnh nên ăn k có được tươi ngon cho lắm nên khá thất vọng nhưng lần thứ 2 đến quán ăn thì đồ cực tươi rất ngon, với mức giá sushi như vậy thì so với Sài Gòn và các thành phố khác là khá rẻ vậy mà k hiểu sao mình thấy nhiều bạn kì kèo với mức giá của quán, 2 vck mình kiu cái combo hơn 400k thì vừa đủ và có khá nhiều( hình 1)(2 vck ăn nhiều mà kiu phần hơn 400k mà đã ăn k hết rồi), nhân viên dễ thương bữa đó đi trúng bạn phục vụ cùng tên với mình nữa :3 nhung có 1 điều k biết sao là lúc mình đi quán cũng tầm có 6 bàn nhưng mấy bạn nhân viên thì chỉ tập trung chỗ bàn khách nước ngoài còn bàn người việt mình thì bơ luôn. quán trang trí đẹp, bắt mắt và sang trọng mỗi tội đồ ăn lâu quá vck mình vô đầu mà phải chờ hơn nửa tiếng mới có còn 5 bàn sau vô sau vck mình thì lại có đồ ăn trước chắc tại có mình vck mình kiu sushi k hay sao nên phần này hơi buồn :’< à còn 1 phần nữa đó là đồ ăn thì tưoi ngon nhưng phần cơm thì nên trộn đều lại vì mình ăn loại sushi có cơm bên dưới thì có cục vừa có cục khá mặn luôn í, và gạo nấu hơi nhão xí nên nấu vừa nước lại",5
66,"Lúc trước ăn 1 2 lần thấy oke. Nhưng hôm qua ghé lại ăn thì thấy chất lượng giảm nhiều, cơm trong maki khá dẻo gây ngán. Món lẩu thì mùi bơ nồng nặc. 4 người ăn chưa ni mà gần 1 triệu. Giá vs chất lượng như vậy là khá cao.",2
67,"Fast and friendly service and very good value for money. We visited here several times with my family in January 2018. Even stuff didnt have English skills, the menu with photos was much better than in average Vietnamese restaurant. We really recommend this in your Quy Nhon trip!",4
68,"Mình không phải là một tín đồ Món Nhật
Vì không ăn được rong biển và cá sống (trong khi đó là 2 món đặc trưng của món Nhật)
Vì muốn ăn món lạ mà không biết quán nên chui vào quán, cũng là vào lần 2 rồi
Đồ ăn khá ok, mình chọn món dân giã bt hay ăn, vậy mà cũng có nhiều đặc trưng riêng của món Nhật thật sự không ăn được sẽ cảm thấy rất khó ăn
Không gian rộng, nhân viên nhiệt tình",4
69,Đồ ăn khá nhanh-mùi vị tươi sống đậm miệng tuy nhiên giá thàng chưa hợp lí mình là khách du lịch,4
70,"Nói chung đồ Nhật tới giờ vẫn chưa nằm trên top favourite của mình được. Được hôm hội anh em cây khế rủ đi thì cũng có ấn tượng đôi chút. Hên là mấy anh bạn chu đáo book bàn trước chứ đi buổi tối đông lắm nhe. Nhân viên lịch sự, mình muốn gọi gì chỉ cần quay người lại là bạn ấy hiểu ý ngay. Đi có mấy người mà gọi quá trời món. Do quên hông ăn hành được mà chén soup miso nhỡ đem ra rồi. Mình hoảng quá, chưa kịp gọi chén khác nhưng b nhân viên kêu để bạn mang vào đổi cho. Trời đất siêu chu đáo luôn ấy. Các món ăn vừa miệng lắm. Thích nhất là món bò gì ấy quên mất tiêu tên. Sốt cực ngon ăn kèm với cơm trắng là số dzách. Ngoài ra ưng cái.món rong biển rắc mè. Lạnh lạnh thanh mát rất là thích.",4
71,"Quán này đi lần đầu tiên, menu nhiều món lắm, sushi sashimi và lẩu, nhìn chung ăn ổn, cá hồi cũng tươi, trang trí cũng ổn, giá thì được rồi không có cao, lẩu Nhật hai người nước lẩu ngon, có món mì lạnh nó hơi không ổn,
Mấy bạn nhân viên ở đây dễ thương lắm, gọi là có liền.",4
72,"Great sushi, nice prices, good quality and beautiful view on the seaside. One of my favourite places in Quy Nhon.",5
73,Đúng kiều nhật,4
74,"quán này mỗi lần muốn ăn đồ nhật là hay ghé , mà giờ quy nhơn cũng chỉ có mỗi chỗ này bán, mà đồ ăn thì rất hợp khẩu vị , vừa ăn , không bị ngấy , món ăn đa dạng, nhân viên nhiệt tình, mỗi tội món nhật cũng ít người biết ăn , nên quán hơi vắng.",4
75,"Vừa mới ghé quán dùng 1 phần sushi tổng hợp, 2 trứng hấp và một số món chiên ( lo ăn quá, quên chụp hình). Cảm nhận đầu tiên là quán yên tĩnh, giống như ở Nhật kinh khủng, nhân viên thì dễ thương. Thật sự thích phong cách nhà hàng Nhật như thế này.",5
76,"Nhà hàng nhật đầu tiên ở quy nhơn. Mình thấy đây là nhà hàng chế biến đồ ăn nước ngoài vị chuẩn nhất mình biết hihi. 
Quán nằm trên đường diên hồng, bên cạnh cà phê sky và với màu đỏ nổi bật nên rất dễ tìm. Menu ở đây toàn những món đặc trưng cho sứ sở hoa anh đào, shushi, sashimi, cá hồi, mì udon ... đồ ăn khá vừa miệng, ăn hợp khẩu vị, nhà hàng sang trọng, phục vụ nhanh nhẹn, dễ thương. Mới vô là được chào đón nồng nhiệt luôn ^^ . Giá cả cũng khá hợp lí so với chất lượng và dịch vụ .",4
77,"Thấy ra các chỗ về sushi thì vẫn thấy đây là ổn nhất vì quy nhơn chỉ có mỗi quán này là bán đồ ăn nhật chứ mấy 😆😆😆, giá cũng ko phải mắc mà chất lượng. quán cũng lai rai khách
Vẫn các món hay ăn, sashsimi, cá hồi, đầu cá hồi nướng, hào tái chanh, món ăn ok, lên hơi chậm tý cũng thông cảm 
Phục vụ dễ thương.",2
78,"Ở quy nhơn ít có quán ăn nước ngoài nhưng có quán này cũng được gọi là ngon rồi trong ẩm thực châu á... mình bước vào quán được các nhân viên tận tình phục vụ từ chú bảo vệ đến quản lí rồi đội ngũ nhân viên rất dễ thương... mình cực thích không gian ngồi bệt trên tầng 2 của quán nó mang đến sự ấm cúng và thoáng mát cho mọi người khi đến với Nam Sushi... đúng là không đi thì không biết, khi đã ăn rồi thì biết được hương vị đặc biệt mà món ăn mang lại... mình rất thích súp Miso, có rong biển, đậu non và nấm kim châm... toàn những thứ mình thích... hương vị thanh mát vừa ăn... sushi làm rất ngon và kì công nhé... à quán đang có chương trình làm thẻ thành viên để tích điểm và giảm giá cho hóa đơn đó... vậy mà các bạn tiếc chi hãy đến ngay để cùng thưởng thức nào... giá ih hình nhé... ko tính giá tết chi cả...",4
79,"Đây là quán sushi duy nhất có chất lượng ổn định. Chỗ ngồi thoải mái.
Tuy nhiên, để ăn no, mình phải order nhiều món hoặc 1 món nhưng nhiều suất, nên hóa đơn lúc nào cũng làm mình hốt hoảng.
Nhân viên tận tình, nhưng khi có rắc rối xảy ra thì xử lý hơi thiếu văn minh. Có lần khi thanh toán, mình (hay họ) có nhầm lẫn về tiền nong gì đó, nhưng thái độ của họ nhìn mình với con mắt khinh miệt đề phòng. 
Hi vọng quán sẽ cái thiện chất lượng dịch vụ!",2
80,"Là 1 trong 2 quán sushi đầu tiên và duy nhất ở QN ( còn 1 quán nữa ở đầm sinh thái tuy là mở trc Nam sushi nhưng Nam đầu tư mạnh hơn nổi hơn) nên ưu điểm là rất thu hút khách thế nhưng đó chỉ là thời gian đầu. những ai chưa ăn sushi bao giờ và mún ăn thử thì có thể đến quán, cá hồi và cơm cuộn, maki ăn cũng ok còn mì udon , bánh xèo thì ko nên thử vì dở. Nhiều khi thèm sashimi vẫn fai đến qán ăn vì k có lựa chọn nào khác. Tuy nhiên từ khi quán tăng giá mình ko tới nữa vì đắt hơn cả so vs SG Hn, 1 phần sashimi cá hồi 94-96k trong khi lát cá mỏng và ko tươi bằng ở SG. 
Bánh xèo thì chịu ko thể ăn được vì như bột chiên.
Ăn xong 1 bữa gọi tùm lum món thường hết 300-500k mà ko no.
Quán có làm thẻ member cho khách trông khá chuyên nghiệp thế nhưng fai đưa thẻ trc khi tính tiền mới dc tích điểm, mà khi tính tiền ko nvien nào hỏi khách có mang theo thẻ ko để tích điểm cả, thành ra ăn xong k dc tích điểm.
Qán nên thay đổi để đc phát triển và tận dụng ưu thế của mình hơn.",2
81,"Quán xinh, phục vụ dễ thương, giá trung bình. ĐẶC BIỆT: ANH PHỤC VỤ TẦNG 2 XINH TRAI QUÁ Ạ!!! Khá là hài lòng ngoại trừ việc tiệm không có khăn giấy khô 😞Ly đá đem lên lần sau vui lòng chắt bớt nước ra giúp ạ.",2
82,"Vừa từ quán ra xong,ôm 1 cục tức.Nếu đã tặng thẻ thành viên cho khách hàng thì phải đáp ứng tiêu chí ""vui lòng khách đến,vừa lòng khách đi"" chứ.Món ăn vẫn thế,cơm càng ngày càng nhiều,giống như ăn cơm chứ k phải thưởng thức ẩm thực Nhật.Nhân viên phục vụ và cả thu ngân thật sự tệ.gọi combo,nhưng vì nhà có người k ăn được cá ngừ nên yêu cầu đổi cá trích,nếu là quán chuyên nghiệp thì sẽ linh động báo lại và đổi món,đằng này gọi xong lát sau bê y chang lên lại bảo k đổi được.Đã thế khi tính tiền,nhân viên k thèm hỏi chị/anh có thẻ thành viên hay k mà xuống cầm bill lên,khi tôi đưa thẻ thành viên thì lại hỏi 1 câu ""thẻ chị mới làm hồi nãy ạ?"".Xin lỗi nhá,tôi k rảnh cái kiểu đi đăng ký thẻ chỉ để giảm 5% rồi đứng lớn tiếng với nhân viên của bạn đâu nhá...rồi tóm lại cái bạn thu ngân nhà bạn đổ lỗi cho nhân viên phục vụ,nhân viên phục vụ thì đổ lỗi cho khách hàng...bla..bla...XIN THƯA VỚI BẠN CHỦ QUÁN NAM SUSHI,ĐỊA CHỈ 334A DIÊN HỒNG,TP.QUY NHƠN NHƯ LÀY NHÁ :ĐÃ KINH DOANH NHẤT LÀ KINH DOANH ĂN UỐNG THÌ NGOÀI VIỆC CHỦ QUÁN CÓ TÂM THÌ NHÂN VIÊN,THẬM CHÍ CẢ NGƯỜI QUÉT DỌN CŨNG PHẢI CÓ TÂM NHÉ.BẠN ĐỪNG TƯỞNG CỨ MỞ QUÁN RA,QUÁN BẠN CÓ THỂ LÀ ĐẦU TIÊN VÀ DUY NHẤT Ở QUY NHƠN THÌ BẠN CÓ THỂ LÀM GÌ LÀM VÀ NHÂN VIÊN CỦA BẠN CÓ THỂ KHINH THƯỜNG KHÁCH HÀNG NHƯ VẬY NHÉ,TÔI KHÔNG XIN CỦA BẠN,TÔI ĂN TÔI TRẢ TIỀN VÀ TÔI YÊU CẦU BẠN CÙNG VỚI NHÂN VIÊN CỦA BẠN PHẢI TÔN TRỌNG TÔI CŨNG NHƯ TẤT CẢ CÁC KHÁCH HÀNG.NHƯ VẬY MỚI ĐÚNG PHONG CÁCH NHẬT BẠN NHÉ CHỨ ĐỪNG CÓ KIỂU NHẬT NỬA VỜI NHƯ THẾ GIỐNG HỀ LẮM!",1
83,"Quán hồi mới mở đông khách dễ sợ luôn , mà dần dần là thưa thớt lại . Quán nằm đối diện Quảng Trường , khá mát mẻ và thoáng đãng . Quán to , 2 tầng , rộng rãi có chỗ để xe . Nhân viên mặc kimono rất dễ thương . Nói chung quán nhìn sang nhưng deco không đẹp như mấy quán Nhật khác . Menu đa dạng các loại món và giá cũng không đắt lắm . Ở đây ăn các loại cơm cuộn ngon . Súp Miso có vẻ hơi ngọt , mì udon thì cắt bị nhỏ quá",2
84,"Quán rộng rãi , deco đẹp . Nhân viên phục vụ mặc kimono khá dễ thương , tính tình thân thiện . Menu phong phú , đa dạng . Deco món ăn đẹp , sạch sẽ , sang trọng . Tốc độ phục vụ đồ ăn khá lâu vì quán đông . Đồ ăn hơi ít , nên sau khi ăn shushi xong mình phải đi ăn thêm hủ tíu nữa 😂😂 giá hơi đắt nhưng chất lượng đồ ăn cũng oke :👍👍 
Nói chung là sẽ quay trở lại quán vì ở qui nhơn đây là nhà hàng Nhật Bản chuẩn nhất ❤️",4
85,"Nhà hàng Nhật đầu tiên ở Quy Nhơn nên người ăn khá đông, hơi ồn ào tí, nhân viên chạy liên tục nhưng nhìn chung là khá ổn. Không gian quán rộng rãi, thoáng mát, có phân khu ngồi bệt và ngồi ghế, menu được thiết kế khá chuyên nghiệp.

+ Về món ăn:  các món sushi ok như sushi bơ, nigiri tôm, sushi chiên nhờ cơm dẻo, mùi giấm chua Nhật đặc trưng hòa với cơm, cuộn nhân bên trong đa dạng như bơ, trứng, xúc xích khá hợp lý chấm với nước tương cùng mù tạt hấp dẫn, ah mù tạt hổng có cay nhiều đâu nhá. Sashimi theo thanh cá ăn với gừng ngâm khai vị cũng được. Riêng có 2 món khá thất bại của nhà hàng là:

* Súp Miso: súp quá ngọt lại để nguyên cây nấm vào chén súp, đậu hũ và rong biển lèo tèo nên ăn không có gì đặc sắc cả nên nhà hàng nên xem lại.

* Udon xào: ai lại cắt sợi Udon ra từng miếng nhỏ như vậy, nhìn dĩa mì toàn bắp cải tím, thịt thì lèo tèo, vị lại ngọt, rắt hành lá dày quá nên không ngon.

+ Khu WC (trên lầu): mọi người đi chân đất á nên khi đi vệ sinh nhìn dưới sàn sẽ hơi bẩn, với lại mọi người nên có ý thức tí, giấy vệ sinh nên vứt vào sọt rác cho ngăn nắp, để lộn xộn quá nhìn không đẹp mắt.",4
86,"Đi ăn mùng 5 tết, quán cực kì đông do vậy mà nhân viên cũng bận bịu do đó thái độ của nhân viên rất tệ. Vô quán ngồi chờ gần cả tiếng mới đem đồ ăn lên, order thiếu của khách, đi ăn mà mất 2h mới ăn xong mà không hài lòng tí nào. Pv tệ mà còn phải trả phí pv 50k. Tuy nhiên đồ ăn thì ok, giá vừa phải. Deco đẹp, quán rộng rãi. Bill 500k 5 ng mà ăn xong tụi mình còn phải đi ăn thêm phở :))))",3
87,"The rice went very well with the chicken, though some chicken parts were a little dry. Other parts were nice and tender, that was great! Tried the braised fish - delicious sauce - and the pork intestines, which were okay. Overall, great place.",4
88,"Món ăn bình thường nhưng không có điều gì bằng việc BẤT LỊCH SỰ. Mình muốn thanh toán bằng thẻ tín dụng thì đòi phí. Mình ăn hết 970k thu 35k tiền thẻ. Mình bảo j kì vậy, quán làm to mà đi thu phí của khách. Thế là 1 tràng bất lịch sự sổ ra. Còn nói mình nhỏ mà ... ủa nhỏ tuổi hơn thấy không đúng thì nói thôi. Làm chủ quán lớn không chịu lắng nghe học hỏi còn thái độ.",1
89,"Quán có cơm gà, cơm món
Mình đi 6 người, gọi dạ trường luộc, cá kho, tôm rim, gà chua ngọt, canh cá
Đồ ăn được
Có món gà chua ngọt là chế biến kiểu gỏi gà, không ngon, mà đắt
Đánh giá chung là cũng ok",4
90,Cơm gà ở đây rất ngon ❤❤❤,3
91,"Cơm gà, cơm món ở đây ăn đều ổn, gia vị rất vừa miệng, ngoài ra cơm tôm kho cũng ngon. Mỗi tội đến vào buổi trưa thì rất đông nên phải đợi tầm 30p mới có đồ ăn, buổi tối thì pvu nhanh hơn. Mình thích 1 điểm nữa là khi đi 2 người thì quán tự cân nhắc làm cơm món vừa đủ cho 2 người luôn chứ ko cần phải nhắc, ko lo bị chặt chém, ko như nhưng quán khác món ăn chỉ làm theo 1 cỡ dù ít hay nhiều ng ăn.",4
92,"Cơm gà ở đây rất ngon, suất đầy đặn, gọi thêm 1 bát canh chua chả cá thác lác thì chuẩn ko cần chỉnh. 1 đĩa cơm gà xối mỡ 45k là no căng. Cơm nấu trộn nghệ, đẹp mắt và ngon miệng. Có dịp đến Quy Nhơn nhất định sẽ quay lại. Điểm trừ duy nhất là đợi hơi lâu.",4
93,"Ghé quán ăn trưa , nghe nói cơm gà ở đây nổi tiếng nên kêu thử dù quán có nhiều món - Dĩa cơm bưng lên nhìn miếng gà chiên giòn to vật vã , ăn thấy bình thương , gà hơi bị khô , không ăn kèm với canh rau thì thú thiệt nuốt không nổi - Hao hao giống cơm gà xối mỡ ở Sài gòn , Nói chung không ngon , ăn mau ngán - Còn cơm bò thì bò hơi dai nước sốt ngon - Giá cao so với mặt bằng Quy nhơn",3
94,"Dành cả thanh xuân để ăn cho mụp 😋
Cơm gà Quê Hương! Ăn rồi mới biết tại sao giá cao vậy mà đông như vậy 😝
Gà ta, thịt dai và ngọt mềm
Cơm gà béo và ráo vừa ăn, cơm gà ở đây như được chiên hay sao ak. Hạt cơm ăn hơi giòn ko dẻo như cơm gà PR quê tui 🤗
Thịt luộc ngon, mắm nêm hơi mặn do ở SG ăn ngọt quen ời
Sườn kho bao ngon và hầm mềm nha.
Nói chung là nhứt nách 😋",4
