 ,Review,an_uong
190,"Mình mới tới Quy Nhơn lần đầu, được anh hướng dẫn viên giới thiệu quán cafe này. Quán nằm đối diện quảng trường, bên bờ biển, không gian rất rộng với 2 không gian riêng biệt, ngoài trời và phòng máy lạnh, mình đi buổi tối nên ngồi ngoài trời, mát lạnh luôn.
Buổi tối đèn lung linh nhìn không gian lãng mạng, tối chủ nhật nên có hát aucostic nữa.
Nhân viên quán khá nhanh nhẹn và thân thiện.
Mình uống sữa chua việt quốc, 45k, giá khá hợp lí, vị vừa miệng.",4
191,"Bạn mình kêu nước ép mix giữa cà rốt và thơm, giá lẻ mỗi loại là 35k. Vậy mà mix lại vẫn cùng dung tích của một loại mà giá 69k, GẤP ĐÔI?! Kêu bạn nhân viên ra hỏi thì xin lỗi rối rít vì quên báo giá xem tụi mình ok không. Cuối cùng cũng chỉ xin lỗi vs giải thích. Nước cũng dở, giá không tương xứng chất lượng, được mỗi không gian rộng với view biển đẹp.",1
192,"Nước và càe tạm được nhưng phải gọi là quá đắt đỏ . Nước ở đây thấp nhất là 35k . Thái độ nhân viên thì không được thân thiện cho lắm . Tuy nhiên điểm cộng là view nhìn ra biển khá đẹp ( nhưng hơi lạnh ) , trong phòng điều hoà thì ấm hơn nhưng không có gì đặc sắc . Có thể lựa nhiều quán trong nội thành view đẹp hơn mà giá cả phải chăng hơn .",2
193,"Hồi xưa đây còn được gọi là eo nín thở, nay sblu mọc lên rất đẹp tạo 1 địa điểm du lịch 1 cái nhìn khác cho quy nhơn nói chung và sblu nói riêng. View quán rất đẹp, rộng rãi, buổi tối quán lên đèn khỏi khỏi bàn luôn, lộng lẩy luôn. khách khá là đông vào giờ cao điểm, nhưng mình để ý khách ở quá đa số là người có mức thu nhập tầm trung trở lên, và những nhóm tiệc tùng, tổ chức sự kiện. Menu của quán khá là nhiều món nhưng giá thì hơi chát, mà cũng tại quán khá là sang. Nhân viên ở đây ko được thân thiện cho lắm. Nếu có dịp đi ăn uống thì mình sẽ chọn quán có giá cả thấp hơn 1 xíu, còn để chọn quán view sang thì sẽ chọn s.blu này <3.",4
194,"Đợt đi du lịch với công ty ra quảng trường dạo, tìm chỗ uống nước nên ghé quán này. Không gian quá chời rộng. View bờ sông mát mẻ. Giá cả cực kì đắt đỏ
Nhân viên k thân thiện lắm
Menu nhiều món
Mình gọi trái dừa nước, giá 40k thì phải",3
195,"Phải nói chủ quán này dư tiền.
Mở quán đầu tư hoành tráng mà chả có tí ý tưởng nào.
Quán nước thu tiền cao phải có tí nghệ thuật biểu diễn chứ.
Nhân viên trả tiền cao mà không đào tạo lơ ngơ. Phụ vụ kiểu nhà quê mà thu tiền kiểu sài gòn.
Chưa đem nước ra mà đã thu tiền.
Nước uống thì chả có gì đặc sắc mà còn quá mắc. Gọi kem chả có.
Vào sài gòn học lại.",2
196,"Cảnh quan tạm ổn. 
Nước uống không ngon lắm, giá hơi cao. 
Nhân viên phục vụ kém, ko xem trọng khách. 
Quán cafe nằm ở tp du lịch mà 22h đã dọn dẹp khiến khách đang ngồi phải đứng dậy bước đi. 
Tóm lại, chỉ được cái view tạm ổn, ngoài ra không được gì cả. 
Quy Nhơn sẽ mất điểm rất nhiều trong mắt du khách khi những quán như thế này không thay đổi.",2
197,"Dịch vụ quá kém.
KH ngồi 10' thì không có nhân viên gửi menu phải hỏi xin 3,4 lần
Vừa mang nước ra được 5' chạy qua "" cho e xin thu tiền, vì quán sắp đóng cửa"".",2
198,"Mình thấy S BLue rất bình thường từ cách bài trí cho đến đồ uống (nếu như ngồi cafe). Cách decor không gì nổi bật, nếu so sánh thì thua bên Surf Bar vì Surf Bar có concept thiết kế rõ ràng, có điểm nhấn, còn chỗ này chỉ ăn được mỗi cái view ngồi ở ngoài ngay khúc eo thôi. Không gian trong nhà càng chán nữa vì khá ngột, bàn ghế sắp xếp chưa khéo.

Hôm mình đi có đãi tiệc ngoài trời ngay bên ngoài với điều kiện bạn phải đặt bàn trước. Các món ăn như hải sản, các loại thịt, rau quả.. Còn giá cafe thì từ 30l
trở lên.",4
199,"Quán nằm ở Eo Gió vị trí cực đẹp của QN và đang khá hot nhưng khi ghé thử thấy ko như mong đợi
quán có ko gian ngoài trời và trong nhà, khu ngoài trời thì ko có gì để bàn vì đón gió biển rất thoáng mát và lung linh. Khu trong nhà deco cũng trẻ trung , rộng rãi nhưng hôm đó bật nhạc Hàn chát chúa theo mình nếu bật nhạc du dương sẽ lãng mạn và hợp ngữ cảnh hơn, tạo ko gian sang trọng hơn.
Đồ uống giá cao nhé, nhưng hợp lý. 
Nếu có qay lại sẽ ngồi ở ngoài chứ ko vào trong nữa.",3
200,"Là điểm đến cực kì sang trọng và thoáng đãng dành cho tất cả mọi người ở mọi lứa tuổi, rất phù hợp cho các buổi gặp mặt gia đình bạn bè và người thân... nằm dọc đường xuân diệu phía sau quảng trường trung tâm... là địa điểm lý tưởng để các bạn đến vui chơi và ăn uống... mặt bằng quán hướng ra biển và có dược đặt dưới lòng đất... các bạn hãy đến và cảm nhận đi nào... sẽ không phí 1 chút thời gian của các bạn đâu... các bạn có thể sống ảo các kiểu với ánh đèn lung linh đủ màu sắc...",4
201,"Đồ ăn tươi ngon, giá hợp lý, không mắc nếu so với giá trên SG. Có câu cá free mà câu hoài ko đc con nào",4
202,"Vừa ăn hải sản tươi ngon,vừa được trãi nghiệm tuyệt vời,có dịp sẽ quay lại",5
203,"Các bạn muốn qua đây thì search google maps là Bến Tàu Hàm Tử Đi Cù Lau Xanh. Như vậy sẽ dễ kiếm hơn, trên địa chỉ foody sai rồi. Đến đó bạn hỏi ngta tàu qua Hải Minh trong (vì có Hải Minh ngoài nữa, là nơi tượng đài Trần Hưng Đạo). Rồi nói ngta đưa đến Nhà Hàng Bè Nổi Biển Đông là ngta biết à. 
Rồi vô vấn đề chính, đồ ăn tươi ngon, giá hợp lý, không mắc nếu so với giá trên SG. Có câu cá free mà câu hoài ko đc con nào buồn dễ sợ :))).",4
204,"Buổi sáng hôm ấy gia đình mình đã có 1 chuyến đi Hải Minh thật tuyệt.
1. Đến cảng cá cầu Hàm Tử gia đình thuê 1 thuyền đò người dân chở tour trọn gói hải minh 350k gồm:
- Tham quan Tượng Trần Hưng Đạo, Ngọn hải đăng
- Sau đó xuống đò Qua Bãi rạng tắm mát và chơi, bãi biển trong và mát lại cạn nữa.
- Sau khi tắm ngán thì mình yêu cầu đò chỏ qua Quán bè nổi Biển Đông.
2. Quán biển Đông thật tuyệt, đến đây như thay đổi không khí hắn so với Quy nhơn, 
- Không khí trong lành
- Được câu cá thoải mái.
- Chủ quán nhiệt tình.
- Các món ăn phong phú thỏai mái lựa chọn, ghẹ, cua đá, cá hấp, mựa hấp, ốc sò..bao la lại còn bơi tung tăng dưới nước.
3. Ăn uông no nê nghỉ ngơi chiều đò đón về.
Một tour thật thú vị và còn rất rẻ mà ngon nữa. Sẽ quay lại.",5
205,"Những ai yêu màu "" xanh ngát xanh "" thì đây là một địa điểm không thể bỏ qua. Với tông màu xanh ngọc chủ đạo trong nội thất của quán, hòa cùng màu xanh của nước biển, của núi bên cạnh quán hay những con thuyền màu sắc xanh rực rỡ trước nhà hàng thì đây là một điểm check-in tuyệt vời rồi. 
Đặc biệt quán còn có dịch vụ câu cá free, khi bạn đến đây thì liên hệ nhân viên, họ sẽ cho bạn mượn cần và chuẩn bị mồi câu cho bạn.",5
206,"Nhà hàng nổi trên biển, đến với nhà hàng Biển Đông bạn sẽ cảm nhận 1 không khí trong lành, các loại hải sản sống như : tốm, cá , mữa, cua, ghẹ và các loại ốc !",4
207,"Cuối tuần vừa rồi gia đình tui đến đây, ngộ. Ở thành phố quen rồi, đi tàu ra một địa điểm cách thành phố có 10km mà như một quang cảnh hoàn toàn khác. Nhà hàng bè nổi, gió mát rười rượi, cá tươi bơi trong bè trông đã dễ sợ. 
tui với con em mượn anh chị chủ quán cái cần câu, câu cũng được dăm ba con cá sơn. hehe
sẽ quay lại đây.",5
208,Mỗi ngày một món ngon!,4
209,"Quán tuy vắng nhưng hải sản tươi sống rất ngon, giá cả phải chăng.
Tới cầu cảng ghe khoảng 10p là tới quán.
Sẽ quay lại nếu có dịp.",4
210,"Quán không gian thoáng mát, khu vực mát mẻ. là sự lựa chọn rất tuyệt cho kỳ nghỉ lễ cùng gia đình hay cơ quan. 
Có đồi sim ngay cạnh quán, dẫn con lên chơi, hái sim thỏa thích.
Đồ ăn ngon, hải sản tươi chứ không như mấy nơi, hải sản gì đâu. 
Cảm ơn quán. lần sau sẽ ghé ủng hộ",5
211,"Đến Quy Nhơn bạn nên ăn quán này. 
Quán này có thể nói là mới lạ.
Nhiều bạn ở Quy Nhơn chưa đi.
Nhưng rất món ăn ok về độ tươi sống.
Nếu đi Tầu Hoa Hoa thì ra đây ăn còn hơn.
Có điều Quán cần quảng bá số điện thoại rộng rãi hơn và thêm dịch vụ vận chuyển ra đảo.",4
212,"Quán này nằm ở hải minh , muốn ăn quán này phải tới cảng gởi xe , đi đò qua mất 30k 1 chuyến , không phân biệt bao nhieu người , đồ ăn quán này cũng rất rẻ , ngang những quán khác, được cái là đồ tươi sống, ăn quán này thi khỏi phải bàn cãi về độ tươi của món ăn rồi, toàn là đồ sống, khách nào gọi mới làm , chữ k phải kieu bỏ đông , nhân viên cung thân thiện, được cai quán bán từ sáng đên khuya 1g sáng muon qa ăn cũng có, mà nhà hàng nổi tren biển nên ăn ở đây chụp hình check in cũng thích, nói chung sẽ quay lại.",4
213,Món ăn ngon hấp dẫn thu hút người ăn. Không gian quán nhã nhặn phù hợp với mọi lứa tuổi có khu vui chơi dành cho trẻ em. Ủng hộ Phạm Gia dài dài,4
214,Bò mềm ngon không gian thoáng sạch sẽ.... Mình sẽ quay lại đây thêm nhiều lần nữa,5
215,"Nay có cả khu vui chơi cho trẻ em rất thích hợp cho gia đình. Quán còn có đặt trước để tổ chức sinh nhật nữa. Màu quán hài hoà đẹp mắt, thoáng",5
216,"Bò nè ngon, không gian sạch, quán rộng, có khu vui chơi cho trẻ em. Rất phù hợp với gia đình có con nhỏ.",5
217,"Bò né ngon chất đậm đà. Bánh mì nóng giòn, quang cảnh trong quán hài hoà đẹp. Tuy nhiên quán vẫn còn khá nóng. Có khu vui chơi cho trẻ em nữa",4
218,"Menu phong phú, đa dạng. Không gian thoải mái, rộng rãi, màu hợp mắt. Nhân viên nhiệt tình, phục vụ tốt. Có khu với chơi cho trẻ em. Mình rất thích ăn ở đây. Tuy nhiên, bánh mì vẫn còn mềm và nguội.",5
219,"Bò vừa ngon vừa thơm, trang trí đẹp mắt, làm cho mình cảm giác cực kỳ thèm ăn và muốn ăn thêm phần nữa. Giá cả lại hợp lý cho cả sinh viên nữa. Các bạn nhân viên cực kỳ dễ thương và lịch sự nói chuyện ân cần. Mình sẽ tới đây lần nữa và ủng hộ quán dài dài",5
220,"Menu phong phú, đa dạng. Không gian thoải mái, rộng rãi, màu hợp mắt. Nhân viên nhiệt tình, phục vụ tốt. Có khu với chơi cho trẻ em. Mình rất thích ăn ở đây. Tuy nhiên, bánh mì vẫn còn mềm và nguội.",4
221,"Bò vừa ngon, vừa nóng ăn đã miệng dễ sợ. Không gian quán rộng rãi, sạch sẽ. Màu của quán không hợp mắt mình lắm. Nhiều khi ra đồ ăn lâu, quán cố gắng khắc phục.",4
222,"Quán sạch sẽ, mát,rộng. Đồ ăn chất lượng, ngon. Menu nhiều món đa dạng, phong phú. Trang trí đồ ăn đẹp mắt. Đặc biệt có khu trò chơi cho mấy em nhỏ",5
223,"Bò né ngon mà chất lượng cực kỳ. Không gian đẹp, sạch sẽ. Nhân viên nhiệt tình. Có cả khu cho trẻ em chơi. Tuy nhiên giá cả hơi mắc, bánh mì đôi lúc không được nóng",4
224,"Nếu chưa bao giờ ăn bò né, thử đến Phạm Gia sẽ không bao giờ thất vọng. Vừa ngon lại vừa chất lượng, có cả chỗ cho các bé chơi nữa, quán ăn sạch sẽ thoải mái. Nhân viên phục vụ lại hoà đồng, vui vẻ. Rất hài lòng.",4
225,"Mình rất hài lòng về cách phục vụ của Phạm Gia. Đồng thời mình rất thích ăn ở đây. Món bò lúc lắc này ngon từ nước sốt đến cả thịt bò, giá cả vừa phải. Mình sẽ đến đây lần nữa",5
226,"Ngon tuyệt, chắc chắn ủng hộ",5
227,Mình vào gọi phần bò né phô mai size L ăn ngon mà chất lượng dã man. Trang trí đẹp mắt gây cho mình cảm giác thích thú khi thưởng thức. Chắc chắn sẽ quay lại và ủng hộ cho Phạm Gia,5
228,"Món ăn trình bày khá là bắt mắt. Nhân viên khá thân thiện, phục vụ tốt. Nay có cả nhà banh cho các bạn nhỏ tiện cho mình ngồi ăn thoải mái. Giá cả cũng vừa phải. Tuy nhiên màu của quán không hợp mắt mình cho lắm.",5
229,"Quán ăn rộng rãi, thoáng. Bò né thì mềm rất là ngon luôn. Hihi. Lần đầu tới quán này ăn mà thấy thích thật sự luôn. Hihi. quán chuẩn bị cả dây thun buộc tóc (chu đáo quá cơ, hí hí). Còn có cả khi vui chơi cho trẻ em nữa nè, Bố mẹ có con nhỏ có thể yên tâm nè.",5
230,"Quán không gian rộng rãi , thoáng mát, bò mềm ngon , giá cả phù hợp , nhân viên chu đáo và đặc biệt có khu vui chơi cho trẻ em",5
231,"Mình tới đây ăn 6 7 lần rồi, có vài lần đến trúng giờ cao điểm chờ tầm 10p có phần. Chất lượng phục vụ rất tốt, đồ ăn ngon <3",5
232,Ở quy nhơn quán này ăn pizza chuẩn nhất. Món nào cũng ngon hết. Giá thành cao hơn các quán pizza khác ở qn nhưng đáng.,5
233,"Hôm đi ăn trúng ngay buổi tối 1/6, vì quán đông và nhân viên phục vụ cũng mỏng nên bị sót bill của bàn mình mà không biết, phải chờ 30 phút mà chưa thấy món ăn, trong khi các bàn khác đến sau mà lại có món trước mình. Khiếu nại lại chủ nhà hàng thì được giải thích tình trạng bị sót bill nên bếp và nhân viên phục vụ không kết nối được. Các bạn nhân viên tại quán cũng chưa được huấn luyện kỹ nên còn khá lúng túng trước trường hợp này.Chủ quán cũng đã xin lỗi và giảm 10% bill cho mình kèm món bánh mì bơ tỏi được free. Pizza ngon, giòn dù mang về nhà ăn ( vì mình không thể chờ quá lâu ở quán), khẩu vị thuần Âu. Quán sạch và đẹp nhưng nếu mọi người muốn ăn kiểu thưởng thức nên đi buổi trưa để được không gian yên tĩnh, đồ ăn ngon.",2
234,"Đi Quy Nhơn cứ lo không có pizza ăn nhưng nhờ có foody nên đã tìm ra quán này nèeee 😆 Review tốt nên mình cũng rất háo hức và wow đúng là tốt thật á mọi người! 1st impression là quán cách ksan mình 200m )))), gần biển nữa. Đồ ăn ngon, hợp khẩu vị. Gnocchi sốt ngon, pizza thơm, phô mai ngậy, size 25cm mà chưa đến 150k @@ xỉu vì rẻ là có thiệt và sườn ăn vừa miệng. Cheesecake ăn chua chua còn brownie thì hơi cứng xíu, ncl ngon. Staff nice cực kì xong còn giới thiệu con chó giống gì này nọ cho mình nữa )))) Con bulldog tên Jimmy gì ó thì cute thực sự cứ ngồi chực ăn hôi buồn cười lắm 😅 Ăn 5 người thiệt hại 698k thôi (gồm cả nước). Chốt lại là kết quán này luôn sau này đến QN phải kéo thêm người đến mới được keke",4
235,"Sisters Tavern & Pizzeria nhà hàng ý luôn phục vụ những món đặc biệt hàng ngày , nay quán có phục vụ ăn sáng vào chủ nhật hàng tuần nữa , đồ ăn ở đây thì miễn bàn , món ăn ưa chuộng ở đây là beef steak được nấu độ chín theo yêu cầu của khách hàng , bánh tráng miệng tự làm rất ngon , thay đổi theo nhu cầu của khách hàng , nhân viên thì thân thiện , nhiệt tình , nhà hàng có chú chó jymmy vô cùng dễ thương nữa , có dịp các bạn nên ghé nhà hàng để thưởng thức các món ý tại đây sẽ thấy sự đặc biệt của nhà hàng ^^",4
236,"Nhà hàng Sisters với pizza, mì ý chuẩn kiểu tây, ngoài ra nhà hàng còn nhiều món khác như hamburger, bread, beef, và những món hấp dẫn khác, nhà hàng pizza mình thấy ngon nhất từ trước giờ được ăn ở quy nhơn, hương vị rất tây, nhà hàng có chú pet cực dễ thương Jymmy, không gian cũng rất lãng mạn cho những cặp đôi hẹn hì, nhà hàng còn nhận book tiệc như sinh nhật, 
Đặc biệt nhà hàng với dàn nhân viên trai xênh gái đẹp, phục vụ cực kì thân thiện, sẽ sẵn sàng tư vấn cho khách hàng nhiệt tình :))))",3
237,"Quán có không gian khá đẹp và ấm áp, thực đơn chủ yếu là món Tây Âu nên hương vị rất lạ miệng và ngon toẹt vời, giá cả hợp lí. Boss rất dễ thương và nhiệt tình, quán có bạn Franchese đặc biệt nữa. Quán thích hợp cho các bạn thích không gian yên tĩnh, họp gia đình cuối tuần, làm ăn với đối tác hay các bạn đang hẹn hò 🤗",5
238,"Bước vào quán ôi dời ơi Boss auto dễ thương nha.
Không gian nhỏ xinh xen lẫn ánh đèn vàng tạo cảm giác ấm cúng. 
Nhân viên vô cùng thân thiện...
Còn về phần pizza vỏ bánh dày vừa đủ, không cứng, giòn nhẹ, nếu lớp bột phủ bên ngoài ít lại thì còn tốt nữa. Nhân bánh ngon nhưng ko nhiều, gia vị theo kiểu Tây, hơi nhạt, thơm mùi phô mai. 
Theo cảm nhận của mình thì mình xin đề xuất mọi người gọi pizza từng loại riêng vì thập cẩm ko ngon lắm, có lẽ vì nó mix...
Nói chung là rất OK mọi người nên đến thử.",4
239,"Lâu ngày muốn đổi vị 1 chút, mình ghé quán để thử món mới. Không gian rộng rãi, sạch sẽ, được trang trí ảo diệu, dễ dàng có được những tấm ảnh ưng ý. Các bàn đặt không quá sát nhau, có khoảng không gian riêng, đủ để mình tám xuyên không với con bạn mọi chuyện trên trời dưới đất mà không sợ ồn ào cho bàn bên cạnh. Đồ ăn ở quán tuy là món Âu nhưng cách chế biến lại hợp khẩu vị người Việt mình, rất dễ ăn. Nay giảm cân chỉ dám ăn gà cảm thấy hài lòng, hợp khẩu vị.",5
240,"Sisters Tavern was Grade-A Italian. The owner has quite a lot of experience making pizza so they had pretty authentic recipes and taste. We ordered the truffle hunter pizza, arancini, and the cheeseburger with fried egg and bacon. They were all great dishes, but the arancini was top-notch. The owner and employees are all so friendly and welcoming- they made us feel right at home. Bonus: the beer was cheap and they have a cute little French bulldog that chills out in the restaurant! I definitely recommend stopping here in Quy Nhon if you’re craving a bit of Western food :)",5
241,"Khi bước vào quán này,mình khá choáng ngợp vì không gian quá sạch sẽ và quá sang trọng, cứ ngờ ngợ lạc vào chốn tây nào ấy chứ. Hehe. Nhân viên thì nhiệt tình thôi rồi luôn. Đồ ăn thì phục vụ nhanh lắm, một tí là có ngay, Vì bọn mình đi có 2 người nên chỉ gọi hai món thôi, cơ mà thật bất ngờ. Hai dĩa ú nụ, hai người ăn no cả bụng. Pizza ở đây vừa thơm,vừa ngon và không bị ngấy, cảm giác cứ như là đang tan trong miệng ấy còn món salab thì vừa miệng lắm luôn. Giá thì đối với người đi làm như mình thì cũng được, k đắt lắm. Lần sau lãnh lương phải chiến tiếp một bữa nữa mới được.",5
242,"Mình order , garlic butter bread,mì ý seafood marinara, pizza half & half 1 nửa hải sản, 1 nửa là thập cẩm. Thích pizza hải sản hơn cái thập cẩm (hình như là loai này có caramel onion hay sao đó, hơi ngọt ngọt, mình hok thich lắm) nhưng mà nói chung là khá okay. Mấy bạn nv dễ thương, có chú chó cũng hiền lắm.",4
243,"Nhà hàng Âu này nằm ngay trên đường Hai Bà Trưng, không gian view cũng không khá rộng nhưng khá là ấm cúng. Đặc biệt mình rát thích những món ăn ở đây nó rất là ngon, tất cả nguyên liệu đều là tự nhiên, dùng dầu oliu để chế biến nhé. Cách phục vụ khá tuyệt vời, không chê vào đâu được. Về giá cả thì cũng hơi cao nhưng phù hợp với những bạn muốn thử món âu hoặc những người có điều kiện. Bât mí nhé thức ăn ở đây ngon nhưng lại ko béo nên rất yên tâm cho những bạn sợ mập <3 <3",5
244,"Bữa Tết về bạn mình rủ sang đây dùng bữa. Giờ mới biết tiệm mở ngay gần nhà luôn. Đi ngang nhìn kiểu set up bàn chắc ai cũng tưởng đây là mini pub hay quán rượu Tây gì đấy. Vào đến cửa là bị hớp hồn bởi một em cún dễ cưng tên Jimmy của anh chị chủ. Vì bọn mình đến khá sớm nên không gian yên tĩnh lắm. Chứ tối là thôi rồi khách quá trời luôn. Menu tuy đơn giản nhưng cũng khá đủ món, tiếc là hôm mình tới nhiều loại spaghetti cũng hết rồi. Bị thích món bánh mì tỏi lắm nhé. Pizza đế mỏng cộng với topping vừa miệng nên cảm giác hông bị ngấy. Vì món Tây nên tinh bột với thịt trứng nhiều, ăn 2 món là mình no mất rồi. Đám bạn mình vẫn tiếp tục chiến đấu và có lời khen dành cho nhà hàng.
Sau lần ấy tầm mấy ngày lại có đứa bạn khác mời đến tiếp nhà hàng này luôn. Chị chủ nhớ mặt và tiếp đón niềm nở lắm.
Giá cả hợp lí, đặc biệt chị chủ tư vấn chọn món rất nhiệt tình ha.Anh chef thỉnh thoảng cũng ra quầy và phụ tính tiền nữa. Kể ra nếu muốn đổi gió ăn đồ Âu ở QN thì ghé đây là hết sức hợp lý luôn.",4
